,0
3591,55150021899
3592,8078102
3593,63304099501
3594,50458030811
3595,60505258700
3596,25010021027
3597,25010020515
3598,31890163
3599,54569100100
3600,51079008220
3601,173038237
3602,55390013301
3603,55390003410
3604,51991079306
3605,51079088920
3606,49884050101
3607,64764008060
3608,186198804
3609,50458030611
3610,26858231
3611,51293081001
3612,67457088701
3613,7323211
3614,62856038901
3615,78035105
3616,53014084261
3617,74227811
3618,172541211
3619,54569433200
3620,60687035701
3621,62794010150
3622,63629377401
3623,60505076900
3624,69547035302
3625,6467300
3626,597019061
3627,76478050150
3628,49884072401
3629,54092006301
3630,143176501
3631,75245201
3632,17478001202
3633,68462029201
3634,66302020603
3635,78017905
3636,6046106
3637,6046206
3638,70121145407
3639,149003005
3640,469065711
3641,8290823000
3642,5010005
3643,24208073501
3644,63459040401
3645,63739067710
3646,61553031333
3647,63323042605
3648,781304095
3649,409477886
3650,2897101
3651,69238148901
3652,25021081430
3653,51927276200
3654,63459054128
3655,68180028501
3656,93314701
3657,52152002002
3658,65162067384
3659,409508411
3660,65649030141
3661,69015111
3662,65862083030
3663,59922063101
3664,39822420006
3665,47781059791
3666,168005815
3667,78045735
3668,406907576
3669,51672203506
3670,44206025110
3671,58063060050
3672,49884029812
3673,24208038555
3674,68084096495
3675,68462033390
3676,93078701
3677,69551066
3678,68547050102
3679,59762502601
3680,71080340
3681,51079050820
3682,51079062006
3683,904056060
3684,66658023407
3685,52959046004
3686,91069520
3687,63739053110
3688,65862047601
3689,51660078701
3690,78051005
3691,67457085204
3692,14789001202
3693,61314020315
3694,61314032610
3695,65027105
3696,143312601
3697,517271025
3698,338051909
3699,69022301
3700,59366279103
3701,52544063028
3702,63323001212
3703,9006406
3704,185094098
3705,76329331601
3706,70860065110
3707,67457090210
3708,409176102
3709,781540092
3710,186037220
3711,61553030472
3712,9045003
3713,68546031730
3714,536623772
3715,10139023511
3716,50268006915
3717,75291502
3718,68180028001
3719,62980001
3720,703352403
3721,904655061
3722,23155007101
3723,115166101
3724,904027760
3725,472073556
3726,43598021055
3727,10702003615
3728,186000431
3729,15309145
3730,67457034210
3731,904646961
3732,409158411
3733,409158302
3734,93026492
3735,49702022418
3736,703239403
3737,39822027707
3738,49452080001
3739,9000402
3740,46087293
3741,54008013
3742,63833038602
3743,115681110
3744,172375473
3745,145009125
3746,781711735
3747,67386061152
3748,3056902
3749,35356024832
3750,4694003
3751,23916332
3752,63323049527
3753,703367801
3754,67457048040
3755,3052411
3756,555900942
3757,11980021105
3758,591321472
3759,456111030
3760,904645204
3761,17478029010
3762,2418430
3763,51079085203
3764,13668009490
3765,10019010210
3766,17478028435
3767,65064435
3768,51672411704
3769,59676096001
3770,54016325
3771,74364103
3772,456046163
3773,60793010401
3774,60505258400
3775,68968449201
3776,536467801
3777,186504228
3778,65063136
3779,182005301
3780,66490069010
3781,67618015001
3782,904668961
3783,50268044715
3784,17478020012
3785,472038045
3786,61703024350
3787,409020120
3788,63010002770
3789,74382611
3790,54006258
3791,16729009401
3792,59762100201
3793,44206310110
3794,65597010310
3795,67919002010
3796,9035201
3797,55390005401
3798,904657561
3799,51079008720
3800,998063006
3801,65853302
3802,904635861
3803,49411005030
3804,51079020020
3805,78049471
3806,53014054867
3807,16571030216
3808,58160082652
3809,10939003722
3810,777512058
3811,51079007020
3812,25021018487
3813,63739004710
3814,409771503
3815,60758080205
3816,50458030711
3817,59310020480
3818,76329333901
3819,59676056001
3820,51079005520
3821,54868627100
3822,9307303
3823,68084064701
3824,41679036513
3825,50580029304
3826,78041420
3827,55111052601
3828,17314585102
3829,65026025
3830,50242013468
3831,88120305
3832,904042806
3833,52011990
3834,338040360
3835,45802073030
3836,245021111
3837,58177003106
3838,74198530
3839,54859511
3840,4110150
3841,904630521
3842,407141230
3843,50268085215
3844,42571026575
3845,49702022144
3846,29485220
3847,3037113
3848,378910493
3849,51079081420
3850,7489020
3851,6027528
3852,50474059866
3853,50474059966
3854,63402020230
3855,51079014520
3856,54008620
3857,59676056101
3858,59746011209
3859,49002428
3860,61703022521
3861,63323011710
3862,574722406
3863,409080501
3864,57970010001
3865,51672130903
3866,85177701
3867,57844052206
3868,55390016210
3869,63323007620
3870,51285052302
3871,60505700802
3872,63323042405
3873,55513002801
3874,45802042578
3875,904125161
3876,206240802
3877,51079065720
3878,409651049
3879,49281025051
3880,13533061803
3881,25021018482
3882,54868133201
3883,409653301
3884,60793070110
3885,378398093
3886,24208063562
3887,42023018910
3888,67877031901
3889,832051201
3890,50111032301
3891,68084011001
3892,7323002
3893,51079016403
3894,55390060020
3895,66993084225
3896,43547027410
3897,904541501
3898,51079021620
3899,641604610
3900,54868441101
3901,338101102
3902,143970910
3903,49884010411
3904,169255013
3905,409741803
3906,65862010701
3907,58468035701
3908,51285053422
3909,187019201
3910,60687032865
3911,93735301
3912,50268075915
3913,70504005102
3914,51991089533
3915,65862084230
3916,58406043504
3917,62856058230
3918,67386031001
3919,51079053120
3920,338269175
3921,17478021612
3922,904589161
3923,59762151701
3924,50458029001
3925,54038325
3926,24208058060
3927,11980077905
3928,49884032155
3929,9074630
3930,24208034205
3931,54569325100
3932,168020130
3933,409114102
3934,51672130901
3935,64764030020
3936,51079014120
3937,574086610
3938,472037145
3939,310040260
3940,23360005142
3941,54868234003
3942,51079058001
3943,904686061
3944,70860010010
3945,597003928
3946,55150016205
3947,78005405
3948,61314020615
3949,24385013395
3950,78036815
3951,54019813
3952,173047100
3953,78036864
3954,69080860
3955,74056611
3956,8290309653
3957,24584305
3958,50419005030
3959,555006602
3960,74057611
3961,16729022405
3962,74056111
3963,59762130801
3964,51079051820
3965,44567051001
3966,55150021910
3967,19810000790
3968,60492005101
3969,93423701
3970,25021012850
3971,70436005006
3972,9023301
3973,71019034104
3974,78040105
3975,93748520
3976,57665000202
3977,186023503
3978,3161212
3979,39822904501
3980,53489014101
3981,50474000148
3982,10019003372
3983,24208050510
3984,63323061720
3985,574010601
3986,472037045
3987,145150405
3988,42037010478
3989,574703612
3990,186085981
3991,9766304
3992,904677861
3993,25021066205
3994,63323018001
3995,62161000334
3996,55390006210
3997,603154358
3998,781315895
3999,50268057012
4000,378302501
4001,245006101
4002,17478015142
4003,56047492
4004,24385080701
4005,42254029002
4006,4018401
4007,409233725
4008,17478010212
4009,17478020102
4010,67425000210
4011,54353244
4012,121058104
4013,60505264203
4014,65847020525
4015,60258009008
4016,51285094288
4017,173038701
4018,67919003001
4019,185072001
4020,16252053608
4021,50458058601
4022,54766014923
4023,54019713
4024,62535101
4025,42023019110
4026,76385010401
4027,832030300
4028,2750201
4029,25146134
4030,65473070509
4031,63459050430
4032,74662502
4033,57665033101
4034,55390014301
4035,63739094310
4036,58016032730
4037,115191101
4038,591534710
4039,51842530
4040,93538506
4041,781331275
4042,143970101
4043,703011303
4044,52152001902
4045,59676032004
4046,19515089241
4047,66435010142
4048,78040134
4049,87015846
4050,67457079005
4051,43478090088
4052,63323041820
4053,603545921
4054,45034360
4055,300364101
4056,703315401
4057,63323042610
4058,42292002720
4059,173072100
4060,61958040301
4061,55111068852
4062,37043001
4063,50268075715
4064,781305995
4065,68180061507
4066,68180061407
4067,904565761
4068,68094000862
4069,67457019015
4070,832030101
4071,13533063402
4072,54838052340
4073,63629338303
4074,904645061
4075,45963041806
4076,50458057710
4077,50268073015
4078,63459010130
4079,406905076
4080,57237004701
4081,338027203
4082,55390011301
4083,58177088601
4084,75800180
4085,143148401
4086,54092017212
4087,904615661
4088,378092493
4089,409724803
4090,93417773
4091,781106101
4092,378014491
4093,591052801
4094,62756051788
4095,63395010105
4096,44182512
4097,703574811
4098,61958050101
4099,53905006501
4100,713022315
4101,47781050801
4102,37024130
4103,43598016530
4104,64980050924
4105,591564301
4106,63323073101
4107,68462012801
4108,63739001310
4109,49884067314
4110,781214501
4111,703409401
4112,47335018788
4113,66993006027
4114,3377412
4115,78066815
4116,25021020405
4117,55111068507
4118,49884010511
4119,50111032501
4120,25021012250
4121,70860060110
4122,17478051002
4123,49411005208
4124,71015723
4125,517077010
4126,65649030103
4127,677059802
4128,78032306
4129,63323069404
4130,13530117
4131,10019069102
4132,60258085001
4133,781627043
4134,527172874
4135,63304065325
4136,58768010002
4137,904650904
4138,17478029111
4139,59148001971
4140,58016030000
4141,74173214
4142,4004401
4143,13668008030
4144,25274234
4145,93312701
4146,677117401
4147,16729029805
4148,70121123901
4149,60687032201
4150,78051105
4151,50474057009
4152,51991090001
4153,76075010101
4154,187430202
4155,7420101
4156,55566504001
4157,536407401
4158,59338077501
4159,63402030430
4160,169517401
4161,168006460
4162,24208027715
4163,13845120202
4164,45802004064
4165,24208048510
4166,88120806
4167,54868479600
4168,67286005308
4169,409131701
4170,641255545
4171,49884094174
4172,70092123847
4173,574024201
4174,54372763
4175,71288000520
4176,143978610
4177,641607025
4178,63739008010
4179,168001531
4180,496074804
4181,64406000801
4182,58177030104
4183,93408563
4184,65162091446
4185,187355410
4186,187355510
4187,69022801
4188,409428202
4189,904699104
4190,63323096330
4191,172392760
4192,76478050120
4193,9752903
4194,904622161
4195,63717087716
4196,17478054001
4197,59627000103
4198,904125061
4199,54317763
4200,13533064520
4201,173039442
4202,62161000538
4203,536108691
4204,64081015
4205,88115330
4206,143950610
4207,69918050105
4208,52769025105
4209,59730420301
4210,338000404
4211,7447120
4212,378143077
4213,904635161
4214,63323013210
4215,49884086902
4216,30698014301
4217,67544024715
4218,9006412
4219,55289012130
4220,65074112
4221,76388088025
4222,87060942
4223,50242006201
4224,409427902
4225,54317644
4226,182504749
4227,430002324
4228,378672705
4229,50419077701
4230,24357070115
4231,386000103
4232,517501901
4233,781103410
4234,51079057420
4235,45802004835
4236,50458032001
4237,67457019710
4238,42023014901
4239,60687021501
4240,93819201
4241,93310701
4242,51079058620
4243,121475210
4244,54482005301
4245,68084024101
4246,66689020204
4247,904651061
4248,93227534
4249,555901858
4250,409904202
4251,8122214
4252,19132302
4253,54485906
4254,63323097002
4255,60687035601
4256,45802043411
4257,52544047108
4258,83232062
4259,91334201
4260,49702022248
4261,42023011801
4262,63323028620
4263,3218713
4264,52544049401
4265,9540001
4266,63459060010
4267,904506260
4268,49999074704
4269,472153304
4270,23031304
4271,65974016302
4272,63481020516
4273,173099156
4274,24159601
4275,173067502
4276,121053107
4277,32192482
4278,51660078401
4279,51672138603
4280,55390056605
4281,143176401
4282,55390006002
4283,66479013619
4284,338003003
4285,68084061221
4286,68084045001
4287,71288000630
4288,65293001503
4289,61748004416
4290,67457021005
4291,781143613
4292,24208054505
4293,63323018730
4294,3363112
4295,574410310
4296,11701003816
4297,66591080030
4298,75001600
4299,51672201802
4300,78011022
4301,641604125
4302,51079058106
4303,904589361
4304,68059701
4305,71374066
4306,386000802
4307,168026650
4308,51552005106
4309,42023012401
4310,47781030403
4311,115351101
4312,173075400
4313,50242006101
4314,409080101
4315,4082205
4316,87667217
4317,55150025110
4318,63323047727
4319,45802005635
4320,55150011210
4321,24208045725
4322,54868095101
4323,55111052501
4324,24208083060
4325,17478026312
4326,456261390
4327,85031402
4328,65293000310
4329,62559013807
4330,904651661
4331,52544007730
4332,23155026141
4333,63323013610
4334,93031801
4335,904700061
4336,115211101
4337,703468501
4338,61748004511
4339,62559015901
4340,93068801
4341,55150011620
4342,173041300
4343,68084040121
4344,16729010811
4345,89141045602
4346,904671761
4347,16729033205
4348,25021023320
4349,590032435
4350,3196501
4351,63824017663
4352,378037201
4353,18860067870
4354,51672129302
4355,45802036335
4356,574230115
4357,16500053504
4358,88250033
4359,339565712
4360,68188093590
4361,60793001108
4362,338071134
4363,25021015899
4364,63323036019
4365,23614501
4366,23455430
4367,64116012101
4368,67386031201
4369,536222075
4370,13533070310
4371,169720101
4372,10019012001
4373,60687029301
4374,68382031601
4375,93017456
4376,93873901
4377,555028602
4378,17314960001
4379,409428301
4380,44567010310
4381,51672413001
4382,25021011387
4383,944381001
4384,63861102501
4385,23155021631
4386,517092008
4387,173073001
4388,378698501
4389,555063509
4390,536480101
4391,10019007002
4392,63323001002
4393,55390010110
4394,409311831
4395,61553030772
4396,51079090220
4397,143987201
4398,11980002205
4399,78038725
4400,59762314001
4401,50419059505
4402,74909461
4403,713068615
4404,85138101
4405,121065304
4406,121085340
4407,60432021208
4408,55111067902
4409,143970201
4410,13668015590
4411,63323019355
4412,59572030250
4413,93874101
4414,54092051302
4415,187099395
4416,49643013801
4417,8092681
4418,187093801
4419,78048535
4420,46074905
4421,781103213
4422,68180055809
4423,955105290
4424,904678661
4425,59762100301
4426,59762100101
4427,88177849
4428,121157610
4429,60687014301
4430,28007201
4431,51144005001
4432,185027101
4433,24208027507
4434,54033425
4435,17478007031
4436,68084086921
4437,93117201
4438,54391005009
4439,406147301
4440,4196301
4441,69452015020
4442,63323018610
4443,2840001
4444,71019026310
4445,60687019501
4446,904689004
4447,54569550100
4448,63739057610
4449,8117901
4450,4024515
4451,904667104
4452,52959013003
4453,23608210
4454,186074382
4455,641601310
4456,703324811
4457,63323073310
4458,6302602
4459,78017605
4460,944270002
4461,63739066510
4462,63851050102
4463,60687036801
4464,904678861
4465,703301513
4466,16729027611
4467,45081015
4468,67386081155
4469,93015401
4470,4001823
4471,59572010201
4472,8451001
4473,85433101
4474,55513016001
4475,13533080071
4476,52015008001
4477,7464013
4478,781197501
4479,149000905
4480,904647861
4481,31722093502
4482,4691106
4483,54458087110
4484,67386050155
4485,6004368
4486,517013410
4487,713016612
4488,11980001105
4489,63323066501
4490,68462015740
4491,66689002530
4492,51167010001
4493,24208043405
4494,6073128
4495,17478050305
4496,59310020212
4497,10019016301
4498,17314930001
4499,49702020218
4500,63323038810
4501,409420101
4502,51079095701
4503,4014301
4504,78034445
4505,66993006602
4506,955173530
4507,68516320003
4508,2322830
4509,91371501
4510,59762501501
4511,25021040030
4512,172717149
4513,121472710
4514,904637461
4515,50268075415
4516,42023020101
4517,55390007001
4518,51655007924
4519,781107101
4520,597002901
4521,66479052001
4522,66302010101
4523,54838057059
4524,68462020801
4525,16590025230
4526,25274231
4527,59746002022
4528,904659961
4529,173051700
4530,591219045
4531,378910293
4532,87667117
4533,69421030
4534,60687029501
4535,70710116506
4536,52054055028
4537,55292081155
4538,67457051305
4539,67457048699
4540,66993048983
4541,108380620
4542,574711212
4543,36000000206
4544,63323027205
4545,51672126705
4546,50474047066
4547,78048515
4548,70839015030
4549,9085608
4550,8880950505
4551,77333098310
4552,69097042502
4553,904635261
4554,2148501
4555,472008216
4556,173013093
4557,68094000261
4558,47783010101
4559,65862084003
4560,597004660
4561,9722402
4562,517234010
4563,63323026801
4564,409427602
4565,4025001
4566,78036545
4567,62856058252
4568,70010075401
4569,10006070034
4570,85140201
4571,58016103201
4572,409141005
4573,173069100
4574,93220401
4575,67457034001
4576,60758018805
4577,76329330401
4578,25273234
4579,25273231
4580,54868089801
4581,53489046101
4582,65162068988
4583,121053205
4584,45963068602
4585,45963062151
4586,469142590
4587,78069899
4588,38779052408
4589,67211010201
4590,45802071708
4591,54569592800
4592,85140101
4593,66758000802
4594,63323002425
4595,6542312
4596,24208053535
4597,63323049405
4598,62332002531
4599,10122062010
4600,55566840101
4601,409488850
4602,173045900
4603,68462035901
4604,143145801
4605,409317803
4606,64980018001
4607,50419048858
4608,65064725
4609,60758006010
4610,69080760
4611,944265804
4612,527131301
4613,13533080020
4614,944262004
4615,173068101
4616,85131801
4617,781604146
4618,409614309
4619,68180028201
4620,3218710
4621,998020615
4622,52604710201
4623,55390011010
4624,641244045
4625,66758020854
4626,67457000110
4627,70436000704
4628,63323032510
4629,54092025390
4630,53436008401
4631,9752901
4632,55390025201
4633,85128801
4634,409152202
4635,703291403
4636,60505450409
4637,49884031191
4638,6006568
4639,13668009290
4640,89061012
4641,168002738
4642,409212202
4643,88177749
4644,9379401
4645,16729018401
4646,469042099
4647,63833082502
4648,42227008105
4649,54092070202
4650,61570011201
4651,64011024702
4652,8103105
4653,64116003906
4654,67457088910
4655,24586201
4656,66658023428
4657,703418301
4658,50242013701
4659,143119550
4660,59148064023
4661,6337666
4662,50268031112
4663,43068010602
4664,27505000165
4665,60429006301
4666,68180061207
4667,8084401
4668,43386016101
4669,409350601
4670,15740420
4671,55289005442
4672,781165501
4673,42388001314
4674,781187431
4675,591387044
4676,51672129001
4677,187065920
4678,57782039726
4679,67400230
4680,51672203701
4681,51672401701
4682,85052503
4683,63323096010
4684,456270010
4685,185075701
4686,52054033010
4687,69413033010
4688,69413033030
4689,59762453701
4690,63323014010
4691,49281048901
4692,93711306
4693,597003212
4694,74621702
4695,51479005530
4696,173041200
4697,54819216
4698,186103201
4699,25021024110
4700,25021018510
4701,15340420
4702,378911693
4703,41167000609
4704,55390003310
4705,51927274200
4706,54014120
4707,60687012801
4708,54482014701
4709,69077038
4710,55111052701
4711,121073312
4712,182137640
4713,54038225
4714,13533060320
4715,74395646
4716,51285076993
4717,58468035703
4718,50242005121
4719,3196401
4720,378504191
4721,904647104
4722,6302901
4723,50383077932
4724,14290024120
4725,409818301
4726,68817013450
4727,430375414
4728,16590051672
4729,13107006801
4730,50242006401
4731,186086354
4732,50458082004
4733,49281000950
4734,52045016
4735,78034261
4736,62037069930
4737,10939014233
4738,93960412
4739,60432006575
4740,49281058958
4741,49281054503
4742,168041630
4743,17478050401
4744,54569533900
4745,69468015104
4746,61314001601
4747,68682001227
4748,67386091151
4749,88216030
4750,63323017302
4751,54838000530
4752,13110679
4753,54569281400
4754,63323030656
4755,781325394
4756,42192060510
4757,47335004740
4758,536479301
4759,49348027734
4760,54868422900
4761,64764072030
4762,54350547
4763,54855025
4764,55513019201
4765,59762011701
4766,55390012301
4767,69853010201
4768,64980051405
4769,186013701
4770,78022644
4771,69238153502
4772,68180067711
4773,172524160
4774,57844018701
4775,409120120
4776,3049420
4777,68084004101
4778,71035060
4779,61570017261
4780,55390024401
4781,74366303
4782,68094000859
4783,55390047510
4784,536741008
4785,12539011501
4786,67386031401
4787,9509101
4788,17478010002
4789,6306901
4790,409650901
4791,49281024010
4792,60793011701
4793,62535001
4794,51079057201
4795,9026002
4796,178061001
4797,59148001871
4798,781100813
4799,703476801
4800,24079375
4801,63323048737
4802,76388063550
4803,8070401
4804,60687034301
4805,45963046003
4806,93910729
4807,67919004102
4808,39822070602
4809,67546011132
4810,62584014201
4811,54569104600
4812,143125001
4813,58768078815
4814,50458040101
4815,64011024301
4816,409174929
4817,998035415
4818,49281064015
4819,409318101
4820,55150015974
4821,78037742
4822,409434610
4823,24120301
4824,66993087761
4825,50458030503
4826,574220520
4827,409153503
4828,76329146905
4829,78001715
4830,63481007270
4831,59676056501
4832,62175010601
4833,24208029525
4834,74159304
4835,49281027183
4836,50419045204
4837,85124402
4838,85125902
4839,68180056006
4840,75006037
4841,409729973
4842,55513002504
4843,61958190101
4844,66479065001
4845,54329446
4846,9011312
4847,40042005210
4848,68084005921
4849,409189301
4850,68462035801
4851,53489033001
4852,64679072801
4853,68992307503
4854,68992301003
4855,39822015101
4856,24208075060
4857,54838013340
4858,63739067010
4859,409118069
4860,641111433
4861,406991816
4862,68084007521
4863,591543801
4864,54860425
4865,65862060330
4866,173094556
4867,74621211
4868,58177080302
4869,456240563
4870,456241063
4871,169266097
4872,48433023015
4873,54505005522
4874,50419074701
4875,74444005
4876,25021014010
4877,65162089374
4878,121072104
4879,85143001
4880,904792638
4881,68734070010
4882,68734071010
4883,409792202
4884,168029330
4885,536510597
4886,2323830
4887,456224030
4888,55390000501
4889,59762005501
4890,5927029
4891,67434504
4892,3362312
4893,67457018210
4894,24208079535
4895,50242006001
4896,832112035
4897,61314012605
4898,9311602
4899,121075908
4900,63010001030
4901,555059001
4902,58980061030
4903,93414656
4904,17478054225
4905,47781060730
4906,65063827
4907,17478038020
4908,47781061791
4909,378145001
4910,3059320
4911,469352530
4912,67386050152
4913,49702022318
4914,68084034401
4915,49884030602
4916,832712401
4917,74334603
4918,378103093
4919,187200605
4920,884044904
4921,61703022543
4922,536113428
4923,87607311
4924,145430001
4925,61953000502
4926,10019063101
4927,60977014101
4928,72690505
4929,10019007001
4930,24208058559
4931,67386080202
4932,24208078055
4933,63481062410
4934,66479052101
4935,74245311
4936,409335601
4937,63481044410
4938,79511050204
4939,51079051520
4940,70594004801
4941,78034905
4942,50419010510
4943,70756081135
4944,51479005420
4945,51991014417
4946,51285016288
4947,60505075004
4948,68084034201
4949,67457044560
4950,55390000901
4951,781910995
4952,67877012405
4953,574085005
4954,406054034
4955,52244092010
4956,378505301
4957,78068715
4958,58394063503
4959,27808008601
4960,536110945
4961,72576008
4962,904401408
4963,51079080820
4964,36000000824
4965,67467084304
4966,703505401
4967,60687028621
4968,172438310
4969,11917005935
4970,555088602
4971,6362050
4972,85124803
4973,53489055101
4974,68188093190
4975,11845012995
4976,66758005003
4977,63459041630
4978,65039602
4979,41388021020
4980,47335036141
4981,65074114
4982,44087152001
4983,338051802
4984,74744716
4985,597035556
4986,25021081630
4987,68084005101
4988,49708064490
4989,16590066630
4990,54868563100
4991,50419015057
4992,67457042254
4993,50633012011
4994,409233610
4995,36000000124
4996,8103205
4997,78045635
4998,67457020850
4999,409978903
5000,25021082682
5001,78034161
5002,65649010102
5003,67457058304
5004,487970101
5005,63323046437
5006,69374098233
5007,409115901
5008,51079056620
5009,703507503
5010,264220100
5011,78035752
5012,59075073015
5013,13010201
5014,4038140
5015,50383077504
5016,24208067004
5017,378100101
5018,7351215
5019,574402135
5020,75801601
5021,54368663
5022,68084080521
5023,54868021500
5024,16729008910
5025,409020110
5026,55513080060
5027,7550040
5028,206886201
5029,3029320
5030,6542315
5031,63323008650
5032,54092017312
5033,641602510
5034,173049900
5035,9079601
5036,143974610
5037,74704101
5038,64679098601
5039,59390019205
5040,50242006301
5041,50474097075
5042,17478051500
5043,57894005427
5044,187301330
5045,50111052901
5046,50111052801
5047,63833061602
5048,15740320
5049,143956501
5050,9338901
5051,16729027730
5052,173051801
5053,703205603
5054,71400810
5055,300154111
5056,53813302
5057,904636345
5058,703280403
5059,42806026301
5060,71241823
5061,50111032703
5062,59572020514
5063,31722050560
5064,50458058030
5065,58160096412
5066,904420260
5067,70199000632
5068,62141101
5069,51285069702
5070,50268059415
5071,12496127802
5072,38779019104
5073,60687045401
5074,61703041807
5075,9521301
5076,93911405
5077,61570006901
5078,27434003185
5079,50268017715
5080,60758090810
5081,43598021040
5082,781324494
5083,61748002501
5084,11704037001
5085,65862014736
5086,74568216
5087,49490041
5088,55494010010
5089,67877022001
5090,38779003504
5091,904663006
5092,55150012215
5093,76045000510
5094,143970310
5095,16729036468
5096,51079081820
5097,49281051725
5098,904662261
5099,60505075100
5100,24059010
5101,597004724
5102,47781038426
5103,63323056310
5104,409904517
5105,172234560
5106,40042005310
5107,76329339001
5108,61570042003
5109,247108052
5110,17191000093
5111,58914015575
5112,536185097
5113,54121842
5114,186099166
5115,17478030703
5116,64193042402
5117,69098038
5118,6484141
5119,10135019710
5120,69055038
5121,54868502200
5122,58281056301
5123,78059287
5124,51079062485
5125,55390003010
5126,54868327700
5127,68084009301
5128,3080110
5129,3043730
5130,469087202
5131,68727080001
5132,245001201
5133,641601510
5134,93032001
5135,63459039602
5136,65024620
5137,42702010215
5138,44206310101
5139,55150012150
5140,67386041151
5141,6093628
5142,300366301
5143,37067896
5144,8411701
5145,49938010704
5146,9347503
5147,63323082074
5148,25138134
5149,781317895
5150,78047015
5151,33332001301
5152,68180087613
5153,65021535
5154,409116201
5155,63323048157
5156,53270005101
5157,904671015
5158,66435020295
5159,168003760
5160,8536002
5161,54868503400
5162,52959058203
5163,143951910
5164,904686704
5165,143927701
5166,63323028565
5167,63323064220
5168,173011318
5169,703951401
5170,55045122403
5171,245016212
5172,517071001
5173,60505076005
5174,68382030930
5175,61874011520
5176,59676010101
5177,10019095616
5178,49502090230
5179,49502090030
5180,781120501
5181,8881200441
5182,58468010001
5183,71019003102
5184,59572096210
5185,48818000101
5186,50242013201
5187,173063535
5188,378871273
5189,71287011901
5190,43598028335
5191,67066000501
5192,944305302
5193,68992304003
5194,51862032001
5195,409660902
5196,67066000601
5197,62584013901
5198,409144304
5199,182070389
5200,63323071050
5201,61570054120
5202,10019004603
5203,2763611
5204,17478020510
5205,47781059229
5206,61570004710
5207,78045605
5208,25682000101
5209,55566230000
5210,61748040002
5211,61314066505
5212,173052600
5213,66530024220
5214,68084024901
5215,64764058030
5216,7610004920
5217,45025301
5218,69266041
5219,63323048327
5220,17772010301
5221,66435020115
5222,42023016801
5223,68850001001
5224,49884065001
5225,61379012005
5226,62401002
5227,52604512501
5228,409904502
5229,67457035010
5230,76128015575
5231,703463601
5232,13872789
5233,62175010701
5234,149073402
5235,85053901
5236,173010793
5237,65035902
5238,7464213
5239,456067299
5240,409103630
5241,186041201
5242,55390012901
5243,69022001
5244,55390029201
5245,85174701
5246,44206053211
5247,7440106
5248,50474080503
5249,74234632
5250,555058901
5251,54569265700
5252,64376012923
5253,472075516
5254,66993003883
5255,430301015
5256,59338077510
5257,50474070062
5258,61874016030
5259,713070960
5260,9043624
5261,54569527900
5262,264190955
5263,409592101
5264,61703022321
5265,173038879
5266,9037301
5267,63323049697
5268,68084091231
5269,10631028605
5270,52152011102
5271,54315440
5272,59572063255
5273,88120343
5274,42367054032
5275,69536005015
5276,536730001
5277,17478041510
5278,223172101
5279,68382008001
5280,63459060106
5281,63459017714
5282,59762004901
5283,68180085211
5284,42291016001
5285,65079515
5286,52959069340
5287,43068010202
5288,43068011304
5289,178850020
5290,245086070
5291,55513022201
5292,409409001
5293,517611025
5294,13310011907
5295,591319101
5296,185083101
5297,904659604
5298,904589430
5299,186024044
5300,68727074502
5301,24586001
5302,4038039
5303,70114010101
5304,55513002304
5305,517345025
5306,58281056001
5307,67877054588
5308,71052524
5309,11026263804
5310,85151902
5311,904637361
5312,904646161
5313,703003104
5314,55150023805
5315,409733701
5316,810079887
5317,24208039183
5318,66689006310
5319,172571010
5320,63323022930
5321,78077720
5322,69315030802
5323,58394000401
5324,16729027668
5325,904647761
5326,75905110
5327,2060440
5328,33342002607
5329,60432074115
5330,10019063002
5331,52565003115
5332,61825201501
5333,25021078104
5334,60687032121
5335,338004803
5336,904680161
5337,69018601
5338,67457017750
5339,61570007401
5340,45025549
5341,78001633
5342,55111014330
5343,54569009300
5344,66530024120
5345,55513005701
5346,54569430700
5347,55111068010
5348,23920810
5349,6335645
5350,87120213
5351,70121104905
5352,65054301
5353,91334301
5354,10019017844
5355,47781049701
5356,93759957
5357,300334601
5358,63323028520
5359,42702010305
5360,10122090112
5361,61314034202
5362,67877045430
5363,36000001101
5364,378473022
5365,85137001
5366,904201559
5367,23599230
5368,74347303
5369,26848858
5370,185434601
5371,51079043520
5372,409339732
5373,115167608
5374,59011075004
5375,58468014001
5376,42023012001
5377,536408956
5378,51079030320
5379,5197101
5380,52544025524
5381,51079088820
5382,49884031555
5383,173080409
5384,4024009
5385,781540501
5386,57962014009
5387,13111410
5388,64764075030
5389,4081095
5390,310065758
5391,74433902
5392,60687012125
5393,51224016212
5394,63402019030
5395,63323011310
5396,17772010201
5397,34121030
5398,50242091701
5399,60505343803
5400,55150016910
5401,59630045008
5402,51079056520
5403,781340995
5404,23782410
5405,63323026110
5406,5921823
5407,59572020594
5408,54318863
5409,17478020115
5410,63323012020
5411,68084013521
5412,34210001
5413,68084029121
5414,597000302
5415,50458029515
5416,13533063504
5417,59148000913
5418,6542305
5419,54868514100
5420,78059620
5421,69853010101
5422,55513095401
5423,24208079062
5424,641602110
5425,49884003201
5426,172496058
5427,63851050101
5428,67386070154
5429,51079073520
5430,15798199
5431,7610017120
5432,60977001701
5433,998031515
5434,78040605
5435,32102301
5436,32102601
5437,74057622
5438,574220120
5439,10122090212
5440,49281082010
5441,47781046168
5442,64116003106
5443,998031105
