,0
1251,456045801
1252,87277331
1253,51079092820
1254,75062301
1255,49884002901
1256,7365021
1257,69152068
1258,310020137
1259,60505258500
1260,54009720
1261,555090201
1262,65649030105
1263,55390016110
1264,245021201
1265,186021503
1266,78018201
1267,256015201
1268,3362412
1269,173047001
1270,409386302
1271,173066100
1272,74333330
1273,54355663
1274,61553025409
1275,904421813
1276,65024610
1277,25152531
1278,51079052020
1279,63653133202
1280,75062431
1281,85172202
1282,409121201
1283,228249710
1284,904578961
1285,59676020101
1286,781526664
1287,904565661
1288,61314022705
1289,182820289
1290,62584081201
1291,228263111
1292,45006801
1293,68084008201
1294,168005615
1295,24987024956
1296,781540292
1297,173024256
1298,143120101
1299,51079059820
1300,173024956
1301,264780020
1302,47781058991
1303,60687025601
1304,70092903505
1305,69339013819
1306,904660461
1307,338050748
1308,172436310
1309,50268006115
1310,61703031922
1311,555080802
1312,703523313
1313,50383077515
1314,409427701
1315,63323051610
1316,51079016503
1317,55513054610
1318,85432402
1319,74630413
1320,59762501701
1321,13811068030
1322,406575562
1323,9002001
1324,9002201
1325,168020437
1326,781317414
1327,93022390
1328,172428510
1329,68084002801
1330,456120230
1331,74434190
1332,68084068301
1333,68084029201
1334,904336561
1335,63739037610
1336,51079076708
1337,338081104
1338,74712611
1339,310027139
1340,74621511
1341,409302401
1342,71015640
1343,597000160
1344,904792260
1345,378911916
1346,63323020110
1347,187526802
1348,54855424
1349,60505011200
1350,68084037101
1351,59676031001
1352,406833062
1353,78014923
1354,66758004401
1355,182055489
1356,24477001015
1357,703407559
1358,703424801
1359,70710101002
1360,49001483
1361,63739067110
1362,50242010039
1363,904636961
1364,16252060102
1365,54850016
1366,409217205
1367,409648201
1368,555101016
1369,51672126403
1370,60793070210
1371,67253020110
1372,68094050361
1373,574011215
1374,25021013282
1375,597018390
1376,68084039601
1377,591321901
1378,54001021
1379,591040401
1380,51079089420
1381,68084050301
1382,51672125802
1383,51079046220
1384,168001431
1385,50458060228
1386,51079073620
1387,68084038801
1388,904597661
1389,904001261
1390,49502090101
1391,39506002260
1392,39822019001
1393,93001006
1394,281032608
1395,60687039801
1396,55513026710
1397,603533821
1398,65162005827
1399,58526000541
1400,409272101
1401,63323087115
1402,9514004
1403,58790000228
1404,143950125
1405,58468013202
1406,44567062101
1407,16729023993
1408,54629012691
1409,64980032430
1410,67457022702
1411,59676034001
1412,16500008806
1413,64380073706
1414,69918089910
1415,5434462
1416,904052560
1417,536252525
1418,44567042024
1419,63739010310
1420,93312501
1421,24208048610
1422,52959045230
1423,338050741
1424,68050861
1425,68051030
1426,75062161
1427,904020161
1428,63323028002
1429,703877103
1430,51079052920
1431,472032126
1432,172438110
1433,777310402
1434,55513022101
1435,409792336
1436,904652961
1437,781518292
1438,68084076425
1439,245021211
1440,43199001560
1441,55150018810
1442,78068615
1443,70860040010
1444,23611501
1445,17478054050
1446,60687023101
1447,17478003002
1448,63323039810
1449,121481000
1450,63739007310
1451,904600861
1452,904666661
1453,65162089903
1454,904651961
1455,68084070901
1456,66993059402
1457,781196160
1458,45063965
1459,10135033063
1460,93003901
1461,63739020110
1462,168014630
1463,51079090520
1464,6003220
1465,641049325
1466,173064255
1467,597002402
1468,43547040610
1469,131181067
1470,69315090505
1471,173069504
1472,31722053712
1473,68382019616
1474,69315090401
1475,131248060
1476,47781030301
1477,62856027230
1478,131247760
1479,60687011821
1480,131247960
1481,904679861
1482,603516821
1483,63739048610
1484,50484001030
1485,51079009520
1486,51079016120
1487,24338013402
1488,68084067521
1489,65066505
1490,591359360
1491,25021013283
1492,42023011410
1493,64764015105
1494,591359160
1495,63739012710
1496,781523864
1497,173052000
1498,121177505
1499,536479901
1500,39007810
1501,25021011210
1502,378087299
1503,63653133203
1504,85117701
1505,283067902
1506,51079079320
1507,45802056202
1508,143988225
1509,168007011
1510,61314065625
1511,24477032302
1512,63323027057
1513,904585261
1514,63020004901
1515,61703032618
1516,60687010001
1517,54814622
1518,16837086012
1519,8489800001
1520,409798361
1521,60258015101
1522,51672200102
1523,52609300100
1524,10019095601
1525,703480501
1526,904660261
1527,68084026701
1528,74929690
1529,54000725
1530,67512514
1531,68084058901
1532,185021001
1533,63739026915
1534,58177000111
1535,60687034601
1536,68682017030
1537,64501015
1538,63323026530
1539,63323028010
1540,8084402
1541,2751101
1542,61314014405
1543,55150011720
1544,168000715
1545,49001383
1546,173010856
1547,58016069000
1548,46047081
1549,45006601
1550,4035009
1551,10019002803
1552,469061711
1553,469060773
1554,781210201
1555,781210301
1556,338601048
1557,51672402301
1558,63304052020
1559,59148002050
1560,61314003002
1561,409317701
1562,904016012
1563,50268045115
1564,60505252201
1565,50111085101
1566,51079022020
1567,2411230
1568,67512614
1569,143998303
1570,143988125
1571,71000724
1572,65162066810
1573,51079019020
1574,169750111
1575,42211010243
1576,409672903
1577,32170801
1578,517072001
1579,58468002001
1580,555013809
1581,71053240
1582,409109732
1583,456261490
1584,54569384900
1585,115821101
1586,71015540
1587,68084060501
1588,63739032610
1589,51079076608
1590,49397041
1591,406036562
1592,51079046120
1593,63739051910
1594,31722090301
1595,68084025301
1596,76045000910
1597,904642661
1598,378181377
1599,904579061
1600,67877025180
1601,68084042301
1602,68084049001
1603,904627008
1604,65862019301
1605,904641961
1606,904656761
1607,904635961
1608,78112073623
1609,904650161
1610,36000028225
1611,338001304
1612,63323008950
1613,17478093705
1614,904626908
1615,66993006885
1616,409798325
1617,378180077
1618,11845011831
1619,8290326730
1620,2850101
1621,168000480
1622,60687038921
1623,904680861
1624,63739002910
1625,378253701
1626,904174861
1627,46087221
1628,555077002
1629,74380511
1630,59762172001
1631,68084024711
1632,904565261
1633,68462010230
1634,85173302
1635,68180048509
1636,65027510
1637,51079089020
1638,42023015925
1639,904630261
1640,68084080801
1641,68084035801
1642,409317801
1643,43547036809
1644,409336501
1645,43353034480
1646,43547036703
1647,51079017220
1648,50580041202
1649,70377000812
1650,78065935
1651,51079087320
1652,51079063020
1653,904636761
1654,409909422
1655,172433260
1656,409317802
1657,63323056884
1658,50268032315
1659,57894003001
1660,173093356
1661,17478028810
1662,59762010401
1663,68084057201
1664,61787006204
1665,62584073401
1666,51079007520
1667,904630361
1668,69306086
1669,33358036430
1670,49702022813
1671,24208031510
1672,52544007660
1673,51079095220
1674,904624261
1675,51079075620
1676,904608261
1677,50111091501
1678,23155010201
1679,67810012
1680,904585861
1681,23155011801
1682,6498100
1683,67457033950
1684,781328909
1685,59390006717
1686,36000028425
1687,68084019601
1688,55513012610
1689,904629161
1690,63323048527
1691,67457038599
1692,68084047901
1693,409662902
1694,409434673
1695,55566220000
1696,78035934
1697,25171001
1698,597005801
1699,59762500802
1700,6468100
1701,37205014472
1702,904579461
1703,41163023154
1704,51079082020
1705,781317796
1706,59011045210
1707,50111091701
1708,173063302
1709,63323010615
1710,16864068002
1711,54162001715
1712,378623101
1713,29300013501
1714,378092393
1715,555078802
1716,76329336901
1717,68084069701
1718,904600161
1719,185019301
1720,71307513
1721,555098040
1722,67286417701
1723,24477003025
1724,59762503301
1725,51079077420
1726,23155010800
1727,54817925
1728,51079054720
1729,641602725
1730,713010113
1731,14789040005
1732,55289061401
1733,703904003
1734,10019003783
1735,51479004901
1736,703841101
1737,703115303
1738,409230801
1739,63323039306
1740,10019002710
1741,51079095120
1742,51079074620
1743,55390006710
1744,338114403
1745,121046230
1746,8121801
1747,66479053002
1748,641139735
1749,8499002
1750,310027839
1751,51479004801
1752,49502050001
1753,9019016
1754,409117102
1755,50474000263
1756,172572810
1757,703680104
1758,264751020
1759,93008801
1760,6095228
1761,904567661
1762,29320613
1763,904567861
1764,781315295
1765,121478505
1766,42998020301
1767,74490334
1768,68094021762
1769,409212288
1770,904561061
1771,68084017401
1772,904552461
1773,37000002901
1774,93031101
1775,703332104
1776,16729025269
1777,51079088620
1778,378161001
1779,51672208001
1780,49281040010
1781,74659490
1782,68084028401
1783,143959525
1784,904610161
1785,68084004501
1786,409477723
1787,55390056630
1788,9337502
1789,49884060036
1790,50383023310
1791,245018201
1792,406851501
1793,60505700602
1794,55513047810
1795,59676030401
1796,52544014926
1797,172433110
1798,8070101
1799,29609039
1800,91440123
1801,24338020012
1802,597013560
1803,641600710
1804,68180051201
1805,904637661
1806,904592261
1807,904674561
1808,121064610
1809,487590199
1810,67457042312
1811,338114703
1812,54643564901
1813,14789030002
1814,168027338
1815,998030315
1816,406048462
1817,904644161
1818,168000680
1819,51079094420
1820,68382079801
1821,51079098520
1822,51079094320
1823,66993006272
1824,143968025
1825,47781058368
1826,50383031147
1827,781365569
1828,472073041
1829,63739067410
1830,409330803
1831,409205105
1832,48102000811
1833,24208092064
1834,904597361
1835,904648561
1836,54873925
1837,121476605
1838,43547036909
1839,68094010961
1840,52544093102
1841,63323036820
1842,55390046001
1843,338022104
1844,57664013565
1845,904644961
1846,63739052210
1847,63739057310
1848,904679961
1849,904657261
1850,409115170
1851,182008601
1852,49452475003
1853,62756051244
1854,25010021515
1855,55390050002
1856,904322035
1857,55513007330
1858,4026501
1859,8104005
1860,66689089840
1861,16252059099
1862,63323040302
1863,54808425
1864,781320495
1865,6027731
1866,13811068130
1867,51672200202
1868,61703036322
1869,10019025012
1870,63323011751
1871,23155016831
1872,55513019001
1873,703514501
1874,703443411
1875,13811067930
1876,25021011504
1877,781323909
1878,63323024710
1879,78032406
1880,65008515
1881,300154430
1882,338107302
1883,85174102
1884,42023022110
1885,17478054005
1886,43478090288
1887,904041161
1888,51991081901
1889,64764045125
1890,173099501
1891,143176901
1892,93015506
1893,63304082790
1894,258361301
1895,904650561
1896,904640961
1897,904650661
1898,43547027609
1899,904655761
1900,172409660
1901,67877024201
1902,65162064978
1903,904663961
1904,63323056883
1905,50881000560
1906,25021011382
1907,60687021001
1908,904637061
1909,74612290
1910,703841104
1911,121097800
1912,67014568
1913,75770060
1914,51079008920
1915,51079089920
1916,60505700902
1917,52959058605
1918,310070539
1919,143120125
1920,245009101
1921,58177032418
1922,11980002515
1923,409263450
1924,68084067601
1925,70860030005
1926,59762374202
1927,60687028421
1928,24208033005
1929,50458039660
1930,67159011203
1931,51079008320
1932,10147088106
1933,54868229700
1934,10019025112
1935,8077102
1936,60505008000
1937,68084038101
1938,61958100301
1939,68382086010
1940,45152510
1941,2323560
1942,45802075930
1943,603781878
1944,4080285
1945,591354060
1946,9069801
1947,9000302
1948,50111046901
1949,517293025
1950,338035703
1951,338005403
1952,51079002720
1953,69580043
1954,245008201
1955,23490521205
1956,32909094503
1957,74379902
1958,904647061
1959,77333094010
1960,68084065801
1961,68462015811
1962,60505011400
1963,61553073503
1964,472128416
1965,74792201
1966,310030011
1967,44182310
1968,310030022
1969,172566410
1970,703095603
1971,74438220
1972,7440701
1973,51079042320
1974,47335090288
1975,59212000201
1976,904385561
1977,51079086920
1978,172428010
1979,9454401
1980,998061505
1981,51079095920
1982,52565000814
1983,45802046564
1984,59762453702
1985,66479056012
1986,168005430
1987,173094955
1988,67434604
1989,517460225
1990,406052710
1991,409318201
1992,135051101
1993,63323048227
1994,169183311
1995,74612390
1996,172433010
1997,182264789
1998,904563561
1999,68094019361
2000,74568113
2001,65293000555
